Accident_Index,Accident Date,Month,Year,Day_of_Week,Junction_Control,Junction_Detail,Accident_Severity,Latitude,Light_Conditions,Local_Authority_(District),Carriageway_Hazards,Longitude,Number_of_Casualties,Number_of_Vehicles,Police_Force,Road_Surface_Conditions,Road_Type,Speed_limit,Time,Urban_or_Rural_Area,Weather_Conditions,Vehicle_Type
BS0000109,23-03-2021,Mar,2021,Monday,Auto traffic signal,T or staggered junction,Serious,51.483642,Darkness - lights lit,Kensington and Chelsea,None,-0.164308,1,1,Metropolitan Police,Dry,Single carriageway,30,19:42,Urban,Fine no high winds,Car
BS0000110,24-03-2021,Mar,2021,Tuesday,Give way or uncontrolled,Crossroads,Serious,51.491834,Darkness - lights lit,Kensington and Chelsea,None,-0.164844,1,1,Metropolitan Police,Wet or damp,Single carriageway,30,22:22,Urban,Raining no high winds,Car
BS0000111,24-03-2021,Mar,2021,Tuesday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.491921,Daylight,Kensington and Chelsea,None,-0.158934,1,1,Metropolitan Police,Dry,Single carriageway,30,14:12,Urban,Fine no high winds,Motorcycle 125cc and under
BS0000112,24-03-2021,Mar,2021,Tuesday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.520593,Daylight,Kensington and Chelsea,None,-0.210247,1,1,Metropolitan Police,Dry,Single carriageway,30,07:53,Urban,Fine no high winds,Car
BS0000113,21-03-2021,Mar,2021,Saturday,Give way or uncontrolled,T or staggered junction,Slight,51.486624,Daylight,Kensington and Chelsea,None,-0.170958,1,2,Metropolitan Police,Dry,Single carriageway,30,09:50,Urban,Fine no high winds,Car
BS0000114,25-03-2021,Mar,2021,Wednesday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.516402,Daylight,Kensington and Chelsea,None,-0.218482,1,2,Metropolitan Police,Dry,Single carriageway,30,15:50,Urban,Fine no high winds,Goods 7.5 tonnes mgw and over
BS0000115,27-03-2021,Mar,2021,Friday,Auto traffic signal,Crossroads,Slight,51.489535,Darkness - lights lit,Kensington and Chelsea,None,-0.155861,1,2,Metropolitan Police,Dry,Single carriageway,30,20:15,Urban,Fine no high winds,Car
BS0000116,28-03-2021,Mar,2021,Saturday,Give way or uncontrolled,T or staggered junction,Slight,51.489744,Daylight,Kensington and Chelsea,None,-0.175011,1,1,Metropolitan Police,Dry,Single carriageway,30,12:40,Urban,Fine no high winds,Car
BS0000117,27-03-2021,Mar,2021,Friday,Give way or uncontrolled,Crossroads,Slight,51.49266,Daylight,Kensington and Chelsea,None,-0.160201,1,1,Metropolitan Police,Dry,Single carriageway,30,10:00,Urban,Fine no high winds,Car
BS0000118,28-03-2021,Mar,2021,Saturday,Give way or uncontrolled,T or staggered junction,Slight,51.506957,Daylight,Kensington and Chelsea,None,-0.194786,1,1,Metropolitan Police,Dry,Single carriageway,30,05:30,Urban,Fine no high winds,Car
BS0000119,28-03-2021,Mar,2021,Saturday,Data missing or out of range,Not at junction or within 20 metres,Serious,51.493541,Daylight,Kensington and Chelsea,None,-0.182062,1,1,Metropolitan Police,Dry,Single carriageway,30,06:30,Urban,Fine no high winds,Car
BS0000120,28-03-2021,Mar,2021,Saturday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.486183,Daylight,Kensington and Chelsea,None,-0.183075,1,1,Metropolitan Police,Wet or damp,Single carriageway,30,17:21,Urban,Raining no high winds,Car
BS0000121,18-03-2021,Mar,2021,Wednesday,Give way or uncontrolled,T or staggered junction,Slight,51.497815,Darkness - lights lit,Kensington and Chelsea,None,-0.202639,1,2,Metropolitan Police,Dry,Single carriageway,30,19:49,Urban,Fine no high winds,Car
BS0000122,28-03-2021,Mar,2021,Saturday,Give way or uncontrolled,More than 4 arms (not roundabout),Slight,51.502755,Daylight,Kensington and Chelsea,None,-0.196393,2,4,Metropolitan Police,Wet or damp,Single carriageway,30,16:35,Urban,Fine no high winds,Car
BS0000123,24-03-2021,Mar,2021,Tuesday,Give way or uncontrolled,Crossroads,Slight,51.487635,Daylight,Kensington and Chelsea,None,-0.17812,1,2,Metropolitan Police,Dry,Single carriageway,30,07:55,Urban,Fine no high winds,Car
BS0000124,30-03-2021,Mar,2021,Monday,Give way or uncontrolled,T or staggered junction,Slight,51.498814,Daylight,Kensington and Chelsea,None,-0.179979,1,1,Metropolitan Police,Dry,Single carriageway,30,19:35,Urban,Fine no high winds,Car
BS0000125,13-03-2021,Mar,2021,Friday,Auto traffic signal,More than 4 arms (not roundabout),Slight,51.501571,Daylight,Westminster,None,-0.160706,1,2,Metropolitan Police,Dry,Single carriageway,30,15:00,Urban,Fine no high winds,Motorcycle over 500cc
BS0000126,01-04-2021,Apr,2021,Wednesday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.493723,Daylight,Kensington and Chelsea,None,-0.182199,1,1,Metropolitan Police,Dry,Single carriageway,30,08:59,Urban,Fine no high winds,Car
BS0000127,31-03-2021,Mar,2021,Tuesday,Give way or uncontrolled,T or staggered junction,Slight,51.482582,Daylight,Kensington and Chelsea,None,-0.171264,1,2,Metropolitan Police,Dry,Single carriageway,30,07:15,Urban,Fine no high winds,Car
BS0000128,31-03-2021,Mar,2021,Tuesday,Give way or uncontrolled,T or staggered junction,Slight,51.506189,Daylight,Kensington and Chelsea,None,-0.209226,1,1,Metropolitan Police,Dry,Single carriageway,30,16:25,Urban,Fine no high winds,Car
BS0000129,27-03-2021,Mar,2021,Friday,Give way or uncontrolled,T or staggered junction,Slight,51.482902,Daylight,Kensington and Chelsea,None,-0.186086,1,1,Metropolitan Police,Dry,Single carriageway,30,07:05,Urban,Fine no high winds,Car
BS0000130,03-04-2021,Apr,2021,Friday,Auto traffic signal,T or staggered junction,Serious,51.513129,Daylight,Kensington and Chelsea,None,-0.204342,1,2,Metropolitan Police,Dry,Single carriageway,30,07:15,Urban,Fine no high winds,Van / Goods 3.5 tonnes mgw or under
BS0000131,06-04-2021,Apr,2021,Monday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.521038,Daylight,Kensington and Chelsea,None,-0.209941,1,1,Metropolitan Police,Dry,Single carriageway,30,14:25,Urban,Fine no high winds,Car
BS0000132,03-04-2021,Apr,2021,Friday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.507137,Daylight,Kensington and Chelsea,None,-0.194779,1,1,Metropolitan Police,Dry,Single carriageway,30,16:40,Urban,Fine no high winds,Motorcycle over 500cc
BS0000133,26-03-2021,Mar,2021,Thursday,Auto traffic signal,Roundabout,Slight,51.50467,Daylight,Hammersmith and Fulham,None,-0.21577,1,1,Metropolitan Police,Dry,Dual carriageway,30,07:30,Urban,Fine no high winds,Car
BS0000134,22-03-2021,Mar,2021,Sunday,Give way or uncontrolled,Crossroads,Slight,51.492092,Darkness - lights lit,Kensington and Chelsea,None,-0.164113,1,2,Metropolitan Police,Dry,Single carriageway,30,19:05,Urban,Fine no high winds,Van / Goods 3.5 tonnes mgw or under
BS0000135,29-03-2021,Mar,2021,Sunday,Give way or uncontrolled,T or staggered junction,Slight,51.487452,Daylight,Kensington and Chelsea,None,-0.195412,1,1,Metropolitan Police,Dry,Single carriageway,30,16:35,Urban,Fine no high winds,Car
BS0000136,19-03-2021,Mar,2021,Thursday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.491921,Darkness - lights lit,Kensington and Chelsea,None,-0.158934,2,1,Metropolitan Police,Dry,Single carriageway,30,05:11,Urban,Fine no high winds,Car
BS0000137,23-03-2021,Mar,2021,Monday,Give way or uncontrolled,Mini-roundabout,Slight,51.477465,Daylight,Kensington and Chelsea,None,-0.183422,1,2,Metropolitan Police,Dry,Single carriageway,30,08:10,Urban,Fine no high winds,Car
BS0000138,25-03-2021,Mar,2021,Wednesday,Auto traffic signal,Crossroads,Slight,51.496607,Daylight,Kensington and Chelsea,None,-0.206,1,2,Metropolitan Police,Dry,Single carriageway,30,14:54,Urban,Fine no high winds,Car
BS0000139,08-04-2021,Apr,2021,Wednesday,Give way or uncontrolled,T or staggered junction,Slight,51.494936,Daylight,Kensington and Chelsea,None,-0.185032,1,2,Metropolitan Police,Dry,Single carriageway,30,18:30,Urban,Fine no high winds,Car
BS0000140,01-04-2021,Apr,2021,Wednesday,Auto traffic signal,Crossroads,Slight,51.492747,Darkness - lights lit,Kensington and Chelsea,None,-0.200533,1,2,Metropolitan Police,Dry,One way street,30,00:45,Urban,Fine no high winds,Car
BS0000141,26-03-2021,Mar,2021,Thursday,Give way or uncontrolled,T or staggered junction,Slight,51.499127,Daylight,Kensington and Chelsea,None,-0.159652,1,2,Metropolitan Police,Wet or damp,Single carriageway,30,10:10,Urban,Raining no high winds,Car
BS0000142,28-03-2021,Mar,2021,Saturday,Data missing or out of range,Not at junction or within 20 metres,Serious,51.502269,Darkness - lights lit,Kensington and Chelsea,None,-0.188199,1,1,Metropolitan Police,Dry,Single carriageway,30,21:45,Urban,Fine no high winds,Car
BS0000143,08-04-2021,Apr,2021,Wednesday,Give way or uncontrolled,T or staggered junction,Slight,51.488958,Daylight,Kensington and Chelsea,None,-0.164959,1,3,Metropolitan Police,Dry,Single carriageway,30,14:02,Urban,Fine no high winds,Motorcycle 125cc and under
BS0000144,09-04-2021,Apr,2021,Thursday,Data missing or out of range,Not at junction or within 20 metres,Serious,51.500996,Daylight,Kensington and Chelsea,None,-0.193148,1,2,Metropolitan Police,Dry,Single carriageway,30,18:40,Urban,Fine no high winds,Car
BS0000145,09-04-2021,Apr,2021,Thursday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.496408,Daylight,Kensington and Chelsea,None,-0.169846,1,2,Metropolitan Police,Dry,Dual carriageway,30,09:15,Urban,Fine no high winds,Car
BS0000146,12-04-2021,Apr,2021,Sunday,Auto traffic signal,T or staggered junction,Slight,51.494692,Daylight,Kensington and Chelsea,None,-0.192533,3,2,Metropolitan Police,Dry,Single carriageway,30,15:22,Urban,Fine no high winds,Car
BS0000147,12-04-2021,Apr,2021,Sunday,Give way or uncontrolled,T or staggered junction,Serious,51.490626,Daylight,Kensington and Chelsea,None,-0.191253,1,1,Metropolitan Police,Dry,One way street,30,15:50,Urban,Fine no high winds,Car
BS0000148,10-04-2021,Apr,2021,Friday,Auto traffic signal,Crossroads,Slight,51.492931,Daylight,Kensington and Chelsea,None,-0.200814,1,2,Metropolitan Police,Wet or damp,Single carriageway,30,14:51,Urban,Raining no high winds,Car
BS0000149,15-04-2021,Apr,2021,Wednesday,Give way or uncontrolled,T or staggered junction,Slight,51.521682,Daylight,Kensington and Chelsea,None,-0.210925,1,1,Metropolitan Police,Dry,Single carriageway,30,15:45,Urban,Fine no high winds,Car
BS0000150,15-04-2021,Apr,2021,Wednesday,Give way or uncontrolled,T or staggered junction,Slight,51.480112,Daylight,Kensington and Chelsea,None,-0.180148,1,1,Metropolitan Police,Dry,Single carriageway,30,13:50,Urban,Fine no high winds,Car
BS0000151,14-04-2021,Apr,2021,Tuesday,Give way or uncontrolled,T or staggered junction,Slight,51.490988,Daylight,Kensington and Chelsea,None,-0.197289,2,2,Metropolitan Police,Dry,One way street,30,13:20,Urban,Fine no high winds,Car
BS0000152,17-04-2021,Apr,2021,Friday,Give way or uncontrolled,T or staggered junction,Slight,51.485441,Daylight,Kensington and Chelsea,None,-0.181664,1,2,Metropolitan Police,Wet or damp,Single carriageway,30,09:30,Urban,Raining no high winds,Car
BS0000153,20-04-2021,Apr,2021,Monday,Give way or uncontrolled,T or staggered junction,Slight,51.492645,Daylight,Kensington and Chelsea,None,-0.193911,1,1,Metropolitan Police,Dry,Single carriageway,30,15:30,Urban,Fine no high winds,Van / Goods 3.5 tonnes mgw or under
BS0000154,28-01-2021,Jan,2021,Wednesday,Data missing or out of range,Not at junction or within 20 metres,Serious,51.499915,Daylight,Kensington and Chelsea,None,-0.210625,1,2,Metropolitan Police,Dry,Single carriageway,30,13:30,Urban,Fine no high winds,Other vehicle
BS0000155,20-04-2021,Apr,2021,Monday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.477831,Daylight,Kensington and Chelsea,None,-0.183839,1,2,Metropolitan Police,Dry,Single carriageway,30,17:10,Urban,Fine no high winds,Car
BS0000156,22-04-2021,Apr,2021,Wednesday,Give way or uncontrolled,Crossroads,Slight,51.508817,Daylight,Kensington and Chelsea,None,-0.210564,1,2,Metropolitan Police,Dry,Single carriageway,30,09:48,Urban,Fine no high winds,Bus or coach (17 or more pass seats)
BS0000157,16-04-2021,Apr,2021,Thursday,Auto traffic signal,Crossroads,Slight,51.48106,Daylight,Kensington and Chelsea,None,-0.183279,1,2,Metropolitan Police,Dry,Single carriageway,30,08:12,Urban,Fine no high winds,Car
BS0000158,22-04-2021,Apr,2021,Wednesday,Give way or uncontrolled,T or staggered junction,Slight,51.498242,Daylight,Kensington and Chelsea,None,-0.201181,1,2,Metropolitan Police,Dry,Single carriageway,30,12:45,Urban,Fine no high winds,Car
BS0000159,20-04-2021,Apr,2021,Monday,Auto traffic signal,Crossroads,Serious,51.489354,Daylight,Kensington and Chelsea,None,-0.19044,1,2,Metropolitan Police,Dry,Single carriageway,30,17:00,Urban,Fine no high winds,Goods 7.5 tonnes mgw and over
BS0000160,22-04-2021,Apr,2021,Wednesday,Auto traffic signal,Crossroads,Slight,51.501365,Daylight,Kensington and Chelsea,None,-0.19371,1,1,Metropolitan Police,Dry,Single carriageway,30,10:40,Urban,Fine no high winds,Car
BS0000161,25-04-2021,Apr,2021,Saturday,Give way or uncontrolled,Crossroads,Slight,51.495197,Daylight,Kensington and Chelsea,None,-0.196115,1,2,Metropolitan Police,Dry,Single carriageway,30,19:00,Urban,Fine no high winds,Car
BS0000162,26-04-2021,Apr,2021,Sunday,Give way or uncontrolled,T or staggered junction,Slight,51.481664,Daylight,Kensington and Chelsea,None,-0.187431,4,2,Metropolitan Police,Dry,Single carriageway,30,13:51,Urban,Fine no high winds,Car
BS0000163,23-04-2021,Apr,2021,Thursday,Auto traffic signal,Crossroads,Slight,51.497127,Daylight,Kensington and Chelsea,None,-0.204683,1,2,Metropolitan Police,Dry,Single carriageway,30,15:50,Urban,Fine no high winds,Van / Goods 3.5 tonnes mgw or under
BS0000164,24-04-2021,Apr,2021,Friday,Give way or uncontrolled,T or staggered junction,Slight,51.481577,Daylight,Kensington and Chelsea,None,-0.176057,1,2,Metropolitan Police,Dry,Single carriageway,30,07:25,Urban,Fine no high winds,Car
BS0000165,14-04-2021,Apr,2021,Tuesday,Give way or uncontrolled,T or staggered junction,Slight,51.495809,Daylight,Kensington and Chelsea,None,-0.171743,1,2,Metropolitan Police,Dry,Single carriageway,30,14:20,Urban,Fine no high winds,Car
BS0000166,10-04-2021,Apr,2021,Friday,Auto traffic signal,Crossroads,Slight,51.481894,Daylight,Kensington and Chelsea,None,-0.173308,1,2,Metropolitan Police,Wet or damp,Single carriageway,30,13:15,Urban,Raining no high winds,Car
BS0000167,27-04-2021,Apr,2021,Monday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.506866,Daylight,Kensington and Chelsea,None,-0.206462,1,1,Metropolitan Police,Wet or damp,Single carriageway,30,07:35,Urban,Fine no high winds,Motorcycle over 500cc
BS0000168,27-04-2021,Apr,2021,Monday,Give way or uncontrolled,T or staggered junction,Slight,51.493777,Darkness - lights lit,Kensington and Chelsea,None,-0.174129,1,1,Metropolitan Police,Dry,Single carriageway,30,19:57,Urban,Fine no high winds,Car
BS0000169,27-04-2021,Apr,2021,Monday,Auto traffic signal,Crossroads,Slight,51.495117,Daylight,Kensington and Chelsea,None,-0.1735,1,2,Metropolitan Police,Wet or damp,One way street,30,13:45,Urban,Raining no high winds,Goods over 3.5t. and under 7.5t
BS0000170,26-04-2021,Apr,2021,Sunday,Auto traffic signal,Crossroads,Slight,51.48342,Daylight,Kensington and Chelsea,None,-0.167342,2,2,Metropolitan Police,Dry,Single carriageway,30,17:50,Urban,Fine no high winds,Car
BS0000171,29-04-2021,Apr,2021,Wednesday,Give way or uncontrolled,T or staggered junction,Slight,51.507464,Darkness - lights lit,Kensington and Chelsea,None,-0.204421,2,2,Metropolitan Police,Dry,Single carriageway,30,19:37,Urban,Fine no high winds,Car
BS0000172,26-04-2021,Apr,2021,Sunday,Auto traffic signal,Crossroads,Slight,51.514787,Daylight,Westminster,None,-0.195197,1,2,Metropolitan Police,Dry,Single carriageway,30,19:20,Urban,Fine no high winds,Car
BS0000173,30-04-2021,Apr,2021,Thursday,Auto traffic signal,More than 4 arms (not roundabout),Slight,51.49387,Daylight,Kensington and Chelsea,None,-0.17427,1,1,Metropolitan Police,Dry,Single carriageway,30,19:20,Urban,Fine no high winds,Car
BS0000174,30-03-2021,Mar,2021,Monday,Give way or uncontrolled,T or staggered junction,Slight,51.504753,Daylight,Kensington and Chelsea,None,-0.215334,1,2,Metropolitan Police,Dry,Dual carriageway,30,18:25,Urban,Fine no high winds,Car
BS0000175,30-04-2021,Apr,2021,Thursday,Give way or uncontrolled,T or staggered junction,Slight,51.483409,Daylight,Kensington and Chelsea,None,-0.166622,1,2,Metropolitan Police,Dry,Single carriageway,30,09:30,Urban,Fine no high winds,Car
BS0000176,03-05-2021,May,2021,Sunday,Give way or uncontrolled,T or staggered junction,Slight,51.480027,Daylight,Kensington and Chelsea,None,-0.18044,1,3,Metropolitan Police,Dry,Single carriageway,30,17:58,Urban,Fine no high winds,Car
BS0000177,08-04-2021,Apr,2021,Wednesday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.495356,Darkness - lights lit,Kensington and Chelsea,None,-0.183143,1,1,Metropolitan Police,Dry,Single carriageway,30,20:25,Urban,Fine no high winds,Car
BS0000178,01-05-2021,May,2021,Friday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.508632,Daylight,Kensington and Chelsea,None,-0.198466,1,1,Metropolitan Police,Dry,Dual carriageway,30,14:35,Urban,Fine no high winds,Car
BS0000179,22-04-2021,Apr,2021,Wednesday,Auto traffic signal,Crossroads,Slight,51.493759,Daylight,Kensington and Chelsea,None,-0.17874,1,2,Metropolitan Police,Dry,Dual carriageway,30,19:00,Urban,Fine no high winds,Car
BS0000180,08-05-2021,May,2021,Friday,Give way or uncontrolled,T or staggered junction,Slight,51.482582,Daylight,Kensington and Chelsea,None,-0.171264,1,2,Metropolitan Police,Dry,Single carriageway,30,08:35,Urban,Fine no high winds,Car
BS0000181,08-05-2021,May,2021,Friday,Auto traffic signal,T or staggered junction,Slight,51.504146,Daylight,Kensington and Chelsea,None,-0.210891,1,2,Metropolitan Police,Dry,Single carriageway,30,16:50,Urban,Fine no high winds,Car
BS0000182,29-04-2021,Apr,2021,Wednesday,Give way or uncontrolled,T or staggered junction,Slight,51.507464,Darkness - lights lit,Kensington and Chelsea,None,-0.204421,1,2,Metropolitan Police,Dry,Single carriageway,30,00:25,Urban,Fine no high winds,Car
BS0000183,10-05-2021,May,2021,Sunday,Give way or uncontrolled,T or staggered junction,Slight,51.486493,Darkness - lights lit,Kensington and Chelsea,None,-0.179894,1,2,Metropolitan Police,Dry,Single carriageway,30,20:10,Urban,Fine no high winds,Car
